direction,model_family,lambda_value,lambda_token,metric,metric_value,numerical_status,reference_origin,raw_reference_value,natural_delta_vs_raw,oriented_delta_vs_raw,zscore_reference_value,natural_delta_vs_zscore,oriented_delta_vs_zscore,canonical_reference_value,natural_delta_vs_canonical,oriented_delta_vs_canonical,contrast,bootstrap_point_estimate,bootstrap_lower,bootstrap_upper,valid_replicates,invalid_replicates,support_token
bejis_2022_to_mugla_2021,baseline,1e-08,lambda_1e_m8,roc_auc,0.570174243385139,pass,persisted_step10_metric,0.5922389997163681,-0.022064756331229063,-0.022064756331229063,0.5649705351959404,0.005203708189198575,0.005203708189198575,0.5701682656206,5.9777645390335366e-06,5.9777645390335366e-06,candidate_vs_zscore,0.0052037081891985,-0.0011782786347011157,0.011633447647027064,1000,0,interval_includes_zero
bejis_2022_to_mugla_2021,baseline,1e-08,lambda_1e_m8,roc_auc,0.570174243385139,pass,persisted_step10_metric,0.5922389997163681,-0.022064756331229063,-0.022064756331229063,0.5649705351959404,0.005203708189198575,0.005203708189198575,0.5701682656206,5.9777645390335366e-06,5.9777645390335366e-06,candidate_vs_canonical,5.9777645390335366e-06,-6.92451763059737e-05,7.634697586163249e-05,1000,0,interval_includes_zero
bejis_2022_to_mugla_2021,baseline,1e-08,lambda_1e_m8,pr_auc,0.08355504495784596,pass,persisted_step10_metric,0.0936314654400828,-0.010076420482236836,-0.010076420482236836,0.0819456319784706,0.001609412979375363,0.001609412979375363,0.0835876596838193,-3.2614725973337255e-05,-3.2614725973337255e-05,candidate_vs_raw,-0.0100764204822368,-0.01788019533880558,-0.0032241028833027807,1000,0,bootstrap_supported_negative
bejis_2022_to_mugla_2021,baseline,1e-08,lambda_1e_m8,pr_auc,0.08355504495784596,pass,persisted_step10_metric,0.0936314654400828,-0.010076420482236836,-0.010076420482236836,0.0819456319784706,0.001609412979375363,0.001609412979375363,0.0835876596838193,-3.2614725973337255e-05,-3.2614725973337255e-05,candidate_vs_zscore,0.0016094129793753,-0.0009982044926505791,0.004687569700326699,1000,0,interval_includes_zero
bejis_2022_to_mugla_2021,baseline,1e-08,lambda_1e_m8,pr_auc,0.08355504495784596,pass,persisted_step10_metric,0.0936314654400828,-0.010076420482236836,-0.010076420482236836,0.0819456319784706,0.001609412979375363,0.001609412979375363,0.0835876596838193,-3.2614725973337255e-05,-3.2614725973337255e-05,candidate_vs_canonical,-3.2614725973337255e-05,-0.00011854968819560857,2.2781421565804676e-05,1000,0,interval_includes_zero
bejis_2022_to_mugla_2021,baseline,1e-08,lambda_1e_m8,brier_score,0.10276954009034424,pass,recomputed_from_persisted_probabilities,0.08987774657814872,0.01289179351219552,-0.01289179351219552,0.10713095471898121,-0.00436141462863697,0.00436141462863697,0.10277477245618555,-5.232365841309483e-06,5.232365841309483e-06,candidate_vs_raw,-0.0128917935121955,-0.015378656675809704,-0.010755927411185206,1000,0,bootstrap_supported_negative
bejis_2022_to_mugla_2021,baseline,1e-08,lambda_1e_m8,brier_score,0.10276954009034424,pass,recomputed_from_persisted_probabilities,0.08987774657814872,0.01289179351219552,-0.01289179351219552,0.10713095471898121,-0.00436141462863697,0.00436141462863697,0.10277477245618555,-5.232365841309483e-06,5.232365841309483e-06,candidate_vs_zscore,0.0043614146286369,0.0034148229133514705,0.005329281752770741,1000,0,bootstrap_supported_positive
bejis_2022_to_mugla_2021,baseline,1e-08,lambda_1e_m8,brier_score,0.10276954009034424,pass,recomputed_from_persisted_probabilities,0.08987774657814872,0.01289179351219552,-0.01289179351219552,0.10713095471898121,-0.00436141462863697,0.00436141462863697,0.10277477245618555,-5.232365841309483e-06,5.232365841309483e-06,candidate_vs_canonical,5.232365841309483e-06,-2.207889652376671e-06,1.3039045904664896e-05,1000,0,interval_includes_zero
bejis_2022_to_mugla_2021,baseline,1e-07,lambda_1e_m7,roc_auc,0.5701742522345313,pass,persisted_step10_metric,0.5922389997163681,-0.022064747481836733,-0.022064747481836733,0.5649705351959404,0.005203717038590905,0.005203717038590905,0.5701682656206,5.986613931363571e-06,5.986613931363571e-06,candidate_vs_raw,-0.0220647474818367,-0.039327142636448084,-0.005245673451307227,1000,0,bootstrap_supported_negative
bejis_2022_to_mugla_2021,baseline,1e-07,lambda_1e_m7,roc_auc,0.5701742522345313,pass,persisted_step10_metric,0.5922389997163681,-0.022064747481836733,-0.022064747481836733,0.5649705351959404,0.005203717038590905,0.005203717038590905,0.5701682656206,5.986613931363571e-06,5.986613931363571e-06,candidate_vs_zscore,0.0052037170385909,-0.0011782786347012241,0.011633448195485197,1000,0,interval_includes_zero
bejis_2022_to_mugla_2021,baseline,1e-07,lambda_1e_m7,roc_auc,0.5701742522345313,pass,persisted_step10_metric,0.5922389997163681,-0.022064747481836733,-0.022064747481836733,0.5649705351959404,0.005203717038590905,0.005203717038590905,0.5701682656206,5.986613931363571e-06,5.986613931363571e-06,candidate_vs_canonical,5.986613931363571e-06,-6.92451763059737e-05,7.634730942920327e-05,1000,0,interval_includes_zero
bejis_2022_to_mugla_2021,baseline,1e-07,lambda_1e_m7,pr_auc,0.08355504703019691,pass,persisted_step10_metric,0.0936314654400828,-0.010076418409885893,-0.010076418409885893,0.0819456319784706,0.0016094150517263067,0.0016094150517263067,0.0835876596838193,-3.261265362239363e-05,-3.261265362239363e-05,candidate_vs_raw,-0.0100764184098858,-0.017880189365731377,-0.0032240968338674114,1000,0,bootstrap_supported_negative
bejis_2022_to_mugla_2021,baseline,1e-07,lambda_1e_m7,pr_auc,0.08355504703019691,pass,persisted_step10_metric,0.0936314654400828,-0.010076418409885893,-0.010076418409885893,0.0819456319784706,0.0016094150517263067,0.0016094150517263067,0.0835876596838193,-3.261265362239363e-05,-3.261265362239363e-05,candidate_vs_zscore,0.0016094150517263,-0.0009982044926505791,0.004687575713139178,1000,0,interval_includes_zero
bejis_2022_to_mugla_2021,baseline,1e-07,lambda_1e_m7,pr_auc,0.08355504703019691,pass,persisted_step10_metric,0.0936314654400828,-0.010076418409885893,-0.010076418409885893,0.0819456319784706,0.0016094150517263067,0.0016094150517263067,0.0835876596838193,-3.261265362239363e-05,-3.261265362239363e-05,candidate_vs_canonical,-3.261265362239363e-05,-0.00011854511343309011,2.2781421565804676e-05,1000,0,interval_includes_zero
bejis_2022_to_mugla_2021,baseline,1e-07,lambda_1e_m7,brier_score,0.10276954009034424,pass,recomputed_from_persisted_probabilities,0.08987774657814872,0.01289179351219552,-0.01289179351219552,0.10713095471898121,-0.00436141462863697,0.00436141462863697,0.10277477245618555,-5.232365841309483e-06,5.232365841309483e-06,candidate_vs_raw,-0.0128917935121955,-0.015378656675809704,-0.010755927411185206,1000,0,bootstrap_supported_negative
bejis_2022_to_mugla_2021,baseline,1e-07,lambda_1e_m7,brier_score,0.10276954009034424,pass,recomputed_from_persisted_probabilities,0.08987774657814872,0.01289179351219552,-0.01289179351219552,0.10713095471898121,-0.00436141462863697,0.00436141462863697,0.10277477245618555,-5.232365841309483e-06,5.232365841309483e-06,candidate_vs_zscore,0.0043614146286369,0.0034148229133514705,0.005329281752770741,1000,0,bootstrap_supported_positive
bejis_2022_to_mugla_2021,baseline,1e-07,lambda_1e_m7,brier_score,0.10276954009034424,pass,recomputed_from_persisted_probabilities,0.08987774657814872,0.01289179351219552,-0.01289179351219552,0.10713095471898121,-0.00436141462863697,0.00436141462863697,0.10277477245618555,-5.232365841309483e-06,5.232365841309483e-06,candidate_vs_canonical,5.232365841309483e-06,-2.207889652376671e-06,1.3039045904664896e-05,1000,0,interval_includes_zero
bejis_2022_to_mugla_2021,baseline,1e-06,lambda_1e_m6,roc_auc,0.5701738628612676,pass,persisted_step10_metric,0.5922389997163681,-0.022065136855100476,-0.022065136855100476,0.5649705351959404,0.005203327665327162,0.005203327665327162,0.5701682656206,5.597240667620795e-06,5.597240667620795e-06,candidate_vs_raw,-0.0220651368551004,-0.03932743421794823,-0.005246755216709605,1000,0,bootstrap_supported_negative
bejis_2022_to_mugla_2021,baseline,1e-06,lambda_1e_m6,roc_auc,0.5701738628612676,pass,persisted_step10_metric,0.5922389997163681,-0.022065136855100476,-0.022065136855100476,0.5649705351959404,0.005203327665327162,0.005203327665327162,0.5701682656206,5.597240667620795e-06,5.597240667620795e-06,candidate_vs_zscore,0.0052033276653271,-0.001179222727769441,0.011632887332335891,1000,0,interval_includes_zero
bejis_2022_to_mugla_2021,baseline,1e-06,lambda_1e_m6,roc_auc,0.5701738628612676,pass,persisted_step10_metric,0.5922389997163681,-0.022065136855100476,-0.022065136855100476,0.5649705351959404,0.005203327665327162,0.005203327665327162,0.5701682656206,5.597240667620795e-06,5.597240667620795e-06,candidate_vs_canonical,5.597240667620795e-06,-6.98168060718346e-05,7.623779410737549e-05,1000,0,interval_includes_zero
bejis_2022_to_mugla_2021,baseline,1e-06,lambda_1e_m6,pr_auc,0.08355470758887676,pass,persisted_step10_metric,0.0936314654400828,-0.010076757851206042,-0.010076757851206042,0.0819456319784706,0.0016090756104061577,0.0016090756104061577,0.0835876596838193,-3.29520949425427e-05,-3.29520949425427e-05,candidate_vs_raw,-0.010076757851206,-0.017880521511502018,-0.0032242671036443555,1000,0,bootstrap_supported_negative
bejis_2022_to_mugla_2021,baseline,1e-06,lambda_1e_m6,pr_auc,0.08355470758887676,pass,persisted_step10_metric,0.0936314654400828,-0.010076757851206042,-0.010076757851206042,0.0819456319784706,0.0016090756104061577,0.0016090756104061577,0.0835876596838193,-3.29520949425427e-05,-3.29520949425427e-05,candidate_vs_zscore,0.0016090756104061,-0.000999810042986307,0.004687007213472393,1000,0,interval_includes_zero
bejis_2022_to_mugla_2021,baseline,1e-06,lambda_1e_m6,pr_auc,0.08355470758887676,pass,persisted_step10_metric,0.0936314654400828,-0.010076757851206042,-0.010076757851206042,0.0819456319784706,0.0016090756104061577,0.0016090756104061577,0.0835876596838193,-3.29520949425427e-05,-3.29520949425427e-05,candidate_vs_canonical,-3.29520949425427e-05,-0.00011907123831221936,2.2349101701169685e-05,1000,0,interval_includes_zero
bejis_2022_to_mugla_2021,baseline,1e-06,lambda_1e_m6,brier_score,0.1027696602441431,pass,recomputed_from_persisted_probabilities,0.08987774657814872,0.012891913665994376,-0.012891913665994376,0.10713095471898121,-0.004361294474838115,0.004361294474838115,0.10277477245618555,-5.1122120424546e-06,5.1122120424546e-06,candidate_vs_raw,-0.0128919136659943,-0.015378855216827959,-0.010756010184886344,1000,0,bootstrap_supported_negative
bejis_2022_to_mugla_2021,baseline,1e-06,lambda_1e_m6,brier_score,0.1027696602441431,pass,recomputed_from_persisted_probabilities,0.08987774657814872,0.012891913665994376,-0.012891913665994376,0.10713095471898121,-0.004361294474838115,0.004361294474838115,0.10277477245618555,-5.1122120424546e-06,5.1122120424546e-06,candidate_vs_zscore,0.0043612944748381,0.0034147947527049657,0.005329146936495248,1000,0,bootstrap_supported_positive
bejis_2022_to_mugla_2021,baseline,1e-06,lambda_1e_m6,brier_score,0.1027696602441431,pass,recomputed_from_persisted_probabilities,0.08987774657814872,0.012891913665994376,-0.012891913665994376,0.10713095471898121,-0.004361294474838115,0.004361294474838115,0.10277477245618555,-5.1122120424546e-06,5.1122120424546e-06,candidate_vs_canonical,5.1122120424546e-06,-2.372062955102727e-06,1.2875852402451786e-05,1000,0,interval_includes_zero
bejis_2022_to_mugla_2021,baseline,1e-05,lambda_1e_m5,roc_auc,0.5701682567712076,pass,persisted_step10_metric,0.5922389997163681,-0.022070742945160426,-0.022070742945160426,0.5649705351959404,0.005197721575267211,0.005197721575267211,0.5701682656206,-8.849392330034789e-09,-8.849392330034789e-09,candidate_vs_raw,-0.0220707429451604,-0.039259849517845676,-0.005295359710788678,1000,0,bootstrap_supported_negative
bejis_2022_to_mugla_2021,baseline,1e-05,lambda_1e_m5,roc_auc,0.5701682567712076,pass,persisted_step10_metric,0.5922389997163681,-0.022070742945160426,-0.022070742945160426,0.5649705351959404,0.005197721575267211,0.005197721575267211,0.5701682656206,-8.849392330034789e-09,-8.849392330034789e-09,candidate_vs_zscore,0.0051977215752672,-0.0011882013781253696,0.011665556204625624,1000,0,interval_includes_zero
bejis_2022_to_mugla_2021,baseline,1e-05,lambda_1e_m5,roc_auc,0.5701682567712076,pass,persisted_step10_metric,0.5922389997163681,-0.022070742945160426,-0.022070742945160426,0.5649705351959404,0.005197721575267211,0.005197721575267211,0.5701682656206,-8.849392330034789e-09,-8.849392330034789e-09,candidate_vs_canonical,-8.849392330034789e-09,-4.442166149087878e-08,1.1102230246251565e-16,1000,0,interval_includes_zero
bejis_2022_to_mugla_2021,baseline,1e-05,lambda_1e_m5,pr_auc,0.0835876596838193,pass,persisted_step10_metric,0.0936314654400828,-0.0100438057562635,-0.0100438057562635,0.0819456319784706,0.0016420277053487004,0.0016420277053487004,0.0835876596838193,0.0,0.0,candidate_vs_raw,-0.0100438057562635,-0.017858115153245934,-0.0031010575315435387,1000,0,bootstrap_supported_negative
bejis_2022_to_mugla_2021,baseline,1e-05,lambda_1e_m5,pr_auc,0.0835876596838193,pass,persisted_step10_metric,0.0936314654400828,-0.0100438057562635,-0.0100438057562635,0.0819456319784706,0.0016420277053487004,0.0016420277053487004,0.0835876596838193,0.0,0.0,candidate_vs_zscore,0.0016420277053487,-0.0009926758369129495,0.004745202780470551,1000,0,interval_includes_zero
bejis_2022_to_mugla_2021,baseline,1e-05,lambda_1e_m5,pr_auc,0.0835876596838193,pass,persisted_step10_metric,0.0936314654400828,-0.0100438057562635,-0.0100438057562635,0.0819456319784706,0.0016420277053487004,0.0016420277053487004,0.0835876596838193,0.0,0.0,candidate_vs_canonical,0.0,-1.3877787807814457e-17,1.3877787807814457e-17,1000,0,interval_includes_zero
bejis_2022_to_mugla_2021,baseline,1e-05,lambda_1e_m5,brier_score,0.10277477245618555,pass,recomputed_from_persisted_probabilities,0.08987774657814872,0.01289702587803683,-0.01289702587803683,0.10713095471898121,-0.00435618226279566,0.00435618226279566,0.10277477245618555,0.0,0.0,candidate_vs_raw,-0.0128970258780368,-0.01538303876787223,-0.010760913029916,1000,0,bootstrap_supported_negative
bejis_2022_to_mugla_2021,baseline,1e-05,lambda_1e_m5,brier_score,0.10277477245618555,pass,recomputed_from_persisted_probabilities,0.08987774657814872,0.01289702587803683,-0.01289702587803683,0.10713095471898121,-0.00435618226279566,0.00435618226279566,0.10277477245618555,0.0,0.0,candidate_vs_zscore,0.0043561822627956,0.003409668645573802,0.005323615709547817,1000,0,bootstrap_supported_positive
bejis_2022_to_mugla_2021,baseline,1e-05,lambda_1e_m5,brier_score,0.10277477245618555,pass,recomputed_from_persisted_probabilities,0.08987774657814872,0.01289702587803683,-0.01289702587803683,0.10713095471898121,-0.00435618226279566,0.00435618226279566,0.10277477245618555,0.0,0.0,candidate_vs_canonical,0.0,-2.7755575615628914e-17,1.3877787807814457e-17,1000,0,interval_includes_zero
bejis_2022_to_mugla_2021,baseline,0.0001,lambda_1e_m4,roc_auc,0.569442655269381,pass,persisted_step10_metric,0.5922389997163681,-0.022796344446987082,-0.022796344446987082,0.5649705351959404,0.004472120073440555,0.004472120073440555,0.5701682656206,-0.000725610351218986,-0.000725610351218986,candidate_vs_raw,-0.022796344446987,-0.04002803322890638,-0.006189113732655559,1000,0,bootstrap_supported_negative
bejis_2022_to_mugla_2021,baseline,0.0001,lambda_1e_m4,roc_auc,0.569442655269381,pass,persisted_step10_metric,0.5922389997163681,-0.022796344446987082,-0.022796344446987082,0.5649705351959404,0.004472120073440555,0.004472120073440555,0.5701682656206,-0.000725610351218986,-0.000725610351218986,candidate_vs_zscore,0.0044721200734405,-0.0019361188415924961,0.010867676291781878,1000,0,interval_includes_zero
bejis_2022_to_mugla_2021,baseline,0.0001,lambda_1e_m4,roc_auc,0.569442655269381,pass,persisted_step10_metric,0.5922389997163681,-0.022796344446987082,-0.022796344446987082,0.5649705351959404,0.004472120073440555,0.004472120073440555,0.5701682656206,-0.000725610351218986,-0.000725610351218986,candidate_vs_canonical,-0.0007256103512189,-0.0011584957916677852,-0.0002980767168873107,1000,0,bootstrap_supported_negative
bejis_2022_to_mugla_2021,baseline,0.0001,lambda_1e_m4,pr_auc,0.0835301856737684,pass,persisted_step10_metric,0.0936314654400828,-0.010101279766314405,-0.010101279766314405,0.0819456319784706,0.001584553695297794,0.001584553695297794,0.0835876596838193,-5.7474010050906355e-05,-5.7474010050906355e-05,candidate_vs_raw,-0.0101012797663144,-0.01789137973966792,-0.0031865372672296977,1000,0,bootstrap_supported_negative
bejis_2022_to_mugla_2021,baseline,0.0001,lambda_1e_m4,pr_auc,0.0835301856737684,pass,persisted_step10_metric,0.0936314654400828,-0.010101279766314405,-0.010101279766314405,0.0819456319784706,0.001584553695297794,0.001584553695297794,0.0835876596838193,-5.7474010050906355e-05,-5.7474010050906355e-05,candidate_vs_zscore,0.0015845536952977,-0.0010637066144414766,0.0046461477815484325,1000,0,interval_includes_zero
bejis_2022_to_mugla_2021,baseline,0.0001,lambda_1e_m4,pr_auc,0.0835301856737684,pass,persisted_step10_metric,0.0936314654400828,-0.010101279766314405,-0.010101279766314405,0.0819456319784706,0.001584553695297794,0.001584553695297794,0.0835876596838193,-5.7474010050906355e-05,-5.7474010050906355e-05,candidate_vs_canonical,-5.747401005090636e-05,-0.00022088535980375432,0.00011566966442748403,1000,0,interval_includes_zero
bejis_2022_to_mugla_2021,baseline,0.0001,lambda_1e_m4,brier_score,0.10279551882753654,pass,recomputed_from_persisted_probabilities,0.08987774657814872,0.012917772249387824,-0.012917772249387824,0.10713095471898121,-0.004335435891444667,0.004335435891444667,0.10277477245618555,2.0746371350993664e-05,-2.0746371350993664e-05,candidate_vs_raw,-0.0129177722493878,-0.015403779842098418,-0.01078862995214184,1000,0,bootstrap_supported_negative
bejis_2022_to_mugla_2021,baseline,0.0001,lambda_1e_m4,brier_score,0.10279551882753654,pass,recomputed_from_persisted_probabilities,0.08987774657814872,0.012917772249387824,-0.012917772249387824,0.10713095471898121,-0.004335435891444667,0.004335435891444667,0.10277477245618555,2.0746371350993664e-05,-2.0746371350993664e-05,candidate_vs_zscore,0.0043354358914446,0.0033913412038649978,0.005314829761154073,1000,0,bootstrap_supported_positive
bejis_2022_to_mugla_2021,baseline,0.0001,lambda_1e_m4,brier_score,0.10279551882753654,pass,recomputed_from_persisted_probabilities,0.08987774657814872,0.012917772249387824,-0.012917772249387824,0.10713095471898121,-0.004335435891444667,0.004335435891444667,0.10277477245618555,2.0746371350993664e-05,-2.0746371350993664e-05,candidate_vs_canonical,-2.0746371350993664e-05,-5.05625342118135e-05,9.451107818843683e-06,1000,0,interval_includes_zero
bejis_2022_to_mugla_2021,baseline,0.001,lambda_1e_m3,roc_auc,0.5697416054420719,pass,persisted_step10_metric,0.5922389997163681,-0.0224973942742962,-0.0224973942742962,0.5649705351959404,0.004771070246131437,0.004771070246131437,0.5701682656206,-0.00042666017852810434,-0.00042666017852810434,candidate_vs_raw,-0.0224973942742962,-0.039880269059465866,-0.006069876594186107,1000,0,bootstrap_supported_negative
bejis_2022_to_mugla_2021,baseline,0.001,lambda_1e_m3,roc_auc,0.5697416054420719,pass,persisted_step10_metric,0.5922389997163681,-0.0224973942742962,-0.0224973942742962,0.5649705351959404,0.004771070246131437,0.004771070246131437,0.5701682656206,-0.00042666017852810434,-0.00042666017852810434,candidate_vs_zscore,0.0047710702461314,-0.0015187697731235434,0.011378783355961774,1000,0,interval_includes_zero
bejis_2022_to_mugla_2021,baseline,0.001,lambda_1e_m3,roc_auc,0.5697416054420719,pass,persisted_step10_metric,0.5922389997163681,-0.0224973942742962,-0.0224973942742962,0.5649705351959404,0.004771070246131437,0.004771070246131437,0.5701682656206,-0.00042666017852810434,-0.00042666017852810434,candidate_vs_canonical,-0.0004266601785281,-0.0017100883837474407,0.0009765513383287287,1000,0,interval_includes_zero
bejis_2022_to_mugla_2021,baseline,0.001,lambda_1e_m3,pr_auc,0.08314562827222363,pass,persisted_step10_metric,0.0936314654400828,-0.010485837167859169,-0.010485837167859169,0.0819456319784706,0.0011999962937530306,0.0011999962937530306,0.0835876596838193,-0.0004420314115956697,-0.0004420314115956697,candidate_vs_raw,-0.0104858371678591,-0.01833204519177843,-0.0037841524841711557,1000,0,bootstrap_supported_negative
bejis_2022_to_mugla_2021,baseline,0.001,lambda_1e_m3,pr_auc,0.08314562827222363,pass,persisted_step10_metric,0.0936314654400828,-0.010485837167859169,-0.010485837167859169,0.0819456319784706,0.0011999962937530306,0.0011999962937530306,0.0835876596838193,-0.0004420314115956697,-0.0004420314115956697,candidate_vs_zscore,0.001199996293753,-0.0013993666467341562,0.004307825534669091,1000,0,interval_includes_zero
bejis_2022_to_mugla_2021,baseline,0.001,lambda_1e_m3,pr_auc,0.08314562827222363,pass,persisted_step10_metric,0.0936314654400828,-0.010485837167859169,-0.010485837167859169,0.0819456319784706,0.0011999962937530306,0.0011999962937530306,0.0835876596838193,-0.0004420314115956697,-0.0004420314115956697,candidate_vs_canonical,-0.0004420314115956,-0.000999350109992602,2.538271288383694e-05,1000,0,interval_includes_zero
bejis_2022_to_mugla_2021,baseline,0.001,lambda_1e_m3,brier_score,0.10261452013336242,pass,recomputed_from_persisted_probabilities,0.08987774657814872,0.012736773555213701,-0.012736773555213701,0.10713095471898121,-0.004516434585618789,0.004516434585618789,0.10277477245618555,-0.00016025232282312896,0.00016025232282312896,candidate_vs_raw,-0.0127367735552137,-0.015135936566011688,-0.010576415491912518,1000,0,bootstrap_supported_negative
bejis_2022_to_mugla_2021,baseline,0.001,lambda_1e_m3,brier_score,0.10261452013336242,pass,recomputed_from_persisted_probabilities,0.08987774657814872,0.012736773555213701,-0.012736773555213701,0.10713095471898121,-0.004516434585618789,0.004516434585618789,0.10277477245618555,-0.00016025232282312896,0.00016025232282312896,candidate_vs_zscore,0.0045164345856187,0.0035585888330898156,0.005492694457635722,1000,0,bootstrap_supported_positive
bejis_2022_to_mugla_2021,baseline,0.001,lambda_1e_m3,brier_score,0.10261452013336242,pass,recomputed_from_persisted_probabilities,0.08987774657814872,0.012736773555213701,-0.012736773555213701,0.10713095471898121,-0.004516434585618789,0.004516434585618789,0.10277477245618555,-0.00016025232282312896,0.00016025232282312896,candidate_vs_canonical,0.0001602523228231,5.1795312979091565e-05,0.00027713209223717106,1000,0,bootstrap_supported_positive
bejis_2022_to_mugla_2021,baseline,0.01,lambda_1e_m2,roc_auc,0.5737165843515363,pass,persisted_step10_metric,0.5922389997163681,-0.01852241536483179,-0.01852241536483179,0.5649705351959404,0.008746049155595848,0.008746049155595848,0.5701682656206,0.0035483187309363062,0.0035483187309363062,candidate_vs_raw,-0.0185224153648317,-0.03567835535178877,-0.0015446231037979188,1000,0,bootstrap_supported_negative
bejis_2022_to_mugla_2021,baseline,0.01,lambda_1e_m2,roc_auc,0.5737165843515363,pass,persisted_step10_metric,0.5922389997163681,-0.01852241536483179,-0.01852241536483179,0.5649705351959404,0.008746049155595848,0.008746049155595848,0.5701682656206,0.0035483187309363062,0.0035483187309363062,candidate_vs_zscore,0.0087460491555958,0.0025208755992100125,0.014774666846456976,1000,0,bootstrap_supported_positive
