source_experiment_id,target_experiment_id,direction,model_family,adaptation_method,metric,within_target_auc,raw_auc,adapted_auc,raw_gap,adaptation_effect,remaining_gap,recovered_fraction,recovered_fraction_ci_low,recovered_fraction_ci_high,remaining_fraction,remaining_fraction_ci_low,remaining_fraction_ci_high,adaptation_effect_ci_low,adaptation_effect_ci_high,adapted_auc_ci_low,adapted_auc_ci_high,chance_level,relative_improvement_supported,adapted_above_chance,recovery_status,fraction_interpretability_status,identity_residual,n_replicates,n_replicates_ratio_degenerate,n_replicates_ratio_valid,source_pair_dir,raw_value,adapted_value,recovery,interval_lower,interval_upper,chance_reference,recovery_support_status,relative_recovery,relative_recovery_interval_lower,relative_recovery_interval_upper,negative_recovery_flag
bejis_2022,manavgat_2021,bejis_2022_to_manavgat_2021,baseline,regionwise_zscore,pr_auc,0.1188361147290672,0.0331903367351008,0.0343524328578081,0.0856457779939664,0.001162096122707297,0.0844836818712591,0.013568632919525406,-0.017556847934919594,0.04253416460851027,0.9864313670804745,0.9574658353914898,1.0175568479349197,-0.001515848702096719,0.003700821801557355,0.028982143044696027,0.04106122662688076,0.03822339232606894,False,False,recovery_effect_uncertain,interpretable,1.1102230246251565e-16,1000,0,1000,manavgat_2021__bejis_2022,0.0331903367351008,0.0343524328578081,0.001162096122707297,-0.001515848702096719,0.003700821801557355,0.03822339232606894,recovery_effect_uncertain,0.013568632919525406,-0.017556847934919594,0.04253416460851027,False
bejis_2022,manavgat_2021,bejis_2022_to_manavgat_2021,baseline,coral_after_regionwise_zscore,pr_auc,0.1188361147290672,0.0331903367351008,0.0349798677271478,0.0856457779939664,0.0017895309920469976,0.0838562470019194,0.020894561693082722,-0.024027956684872252,0.07765444530826335,0.9791054383069173,0.9223455546917367,1.0240279566848722,-0.0019629318909866,0.006515628713573687,0.029397370518406202,0.04274668577149583,0.03822339232606894,False,False,recovery_effect_uncertain,interpretable,0.0,1000,0,1000,manavgat_2021__bejis_2022,0.0331903367351008,0.0349798677271478,0.0017895309920469976,-0.0019629318909866,0.006515628713573687,0.03822339232606894,recovery_effect_uncertain,0.020894561693082722,-0.024027956684872252,0.07765444530826335,False
bejis_2022,manavgat_2021,bejis_2022_to_manavgat_2021,thermal,regionwise_zscore,roc_auc,0.8696419777927898,0.4435284296463047,0.4573382668320535,0.42611354814648517,0.013809837185748797,0.41230371096073637,0.03240881977543081,-0.03815921252361835,0.10190985783695132,0.9675911802245691,0.8980901421630486,1.0381592125236183,-0.015488174638835213,0.04442559183776901,0.4195795818925588,0.49681997087165924,0.5,False,False,recovery_effect_uncertain,interpretable,0.0,1000,0,1000,manavgat_2021__bejis_2022,0.4435284296463047,0.4573382668320535,0.013809837185748797,-0.015488174638835213,0.04442559183776901,0.5,recovery_effect_uncertain,0.03240881977543081,-0.03815921252361835,0.10190985783695132,False
bejis_2022,manavgat_2021,bejis_2022_to_manavgat_2021,thermal,coral_after_regionwise_zscore,roc_auc,0.8696419777927898,0.4435284296463047,0.5553095674321841,0.42611354814648517,0.11178113778587939,0.3143324103606058,0.26232711508964357,0.17704756806192684,0.33661225604772604,0.7376728849103564,0.6633877439522738,0.8229524319380731,0.07010798235402563,0.15115204979982524,0.5278017445727373,0.5828440794043487,0.5,True,True,supported_recovery_above_chance,interpretable,0.0,1000,0,1000,manavgat_2021__bejis_2022,0.4435284296463047,0.5553095674321841,0.11178113778587939,0.07010798235402563,0.15115204979982524,0.5,supported_recovery_above_chance,0.26232711508964357,0.17704756806192684,0.33661225604772604,False
bejis_2022,manavgat_2021,bejis_2022_to_manavgat_2021,thermal,regionwise_zscore,pr_auc,0.2156263996380977,0.034406342979776,0.0385131893896018,0.1812200566583217,0.004106846409825796,0.1771132102484959,0.022662206852572506,0.0011040486208473766,0.052719022041905386,0.9773377931474275,0.9472809779580947,0.9988959513791525,0.00020440058628307998,0.009334103765617397,0.03207863713788723,0.04681296913032082,0.03822339232606894,True,False,supported_relative_recovery_but_chance_not_excluded,interpretable,0.0,1000,0,1000,manavgat_2021__bejis_2022,0.034406342979776,0.0385131893896018,0.004106846409825796,0.00020440058628307998,0.009334103765617397,0.03822339232606894,supported_relative_recovery_but_chance_not_excluded,0.022662206852572506,0.0011040486208473766,0.052719022041905386,False
bejis_2022,manavgat_2021,bejis_2022_to_manavgat_2021,thermal,coral_after_regionwise_zscore,pr_auc,0.2156263996380977,0.034406342979776,0.0427097053649487,0.1812200566583217,0.008303362385172694,0.172916694273149,0.045819224087475754,0.012778622557434203,0.07355103782948859,0.9541807759125244,0.9264489621705113,0.9872213774425658,0.0022247893196437503,0.013508239315053202,0.036622032188114884,0.04980531343145186,0.03822339232606894,True,False,supported_relative_recovery_but_chance_not_excluded,interpretable,2.220446049250313e-16,1000,0,1000,manavgat_2021__bejis_2022,0.034406342979776,0.0427097053649487,0.008303362385172694,0.0022247893196437503,0.013508239315053202,0.03822339232606894,supported_relative_recovery_but_chance_not_excluded,0.045819224087475754,0.012778622557434203,0.07355103782948859,False
bejis_2022,mugla_2021,bejis_2022_to_mugla_2021,baseline,regionwise_zscore,roc_auc,0.7433200295403336,0.5922389997163681,0.5649705351959404,0.15108102982396554,-0.027268464520427638,0.17834949434439318,-0.1804890034983209,-0.3133514266013292,-0.0628942004402543,1.1804890034983209,1.0628942004402544,1.3133514266013293,-0.04551338378508227,-0.00957357307824532,0.5478618587706711,0.5812175006640783,0.5,False,True,negative_recovery,interpretable,0.0,1000,0,1000,bejis_2022__mugla_2021,0.5922389997163681,0.5649705351959404,-0.027268464520427638,-0.04551338378508227,-0.00957357307824532,0.5,negative_recovery,-0.1804890034983209,-0.3133514266013292,-0.0628942004402543,True
bejis_2022,mugla_2021,bejis_2022_to_mugla_2021,baseline,coral_after_regionwise_zscore,roc_auc,0.7433200295403336,0.5922389997163681,0.5701682656206,0.15108102982396554,-0.022070734095768096,0.17315176391973364,-0.14608540940900497,-0.2750026850431784,-0.037032773076885905,1.146085409409005,1.0370327730768858,1.2750026850431784,-0.0390344917815329,-0.005626792130164209,0.5533610367253833,0.5864502743013172,0.5,False,True,negative_recovery,interpretable,0.0,1000,0,1000,bejis_2022__mugla_2021,0.5922389997163681,0.5701682656206,-0.022070734095768096,-0.0390344917815329,-0.005626792130164209,0.5,negative_recovery,-0.14608540940900497,-0.2750026850431784,-0.037032773076885905,True
bejis_2022,mugla_2021,bejis_2022_to_mugla_2021,baseline,regionwise_zscore,pr_auc,0.2249450861168977,0.0936314654400828,0.0819456319784706,0.1313136206768149,-0.0116858334616122,0.1429994541384271,-0.08899178471647673,-0.15330084535782887,-0.034564040302487935,1.0889917847164767,1.0345640403024878,1.1533008453578286,-0.01963310650140617,-0.004397601289336876,0.07466463459587834,0.09003583260054931,0.06975796788880902,False,True,negative_recovery,interpretable,0.0,1000,0,1000,bejis_2022__mugla_2021,0.0936314654400828,0.0819456319784706,-0.0116858334616122,-0.01963310650140617,-0.004397601289336876,0.06975796788880902,negative_recovery,-0.08899178471647673,-0.15330084535782887,-0.034564040302487935,True
bejis_2022,mugla_2021,bejis_2022_to_mugla_2021,baseline,coral_after_regionwise_zscore,pr_auc,0.2249450861168977,0.0936314654400828,0.0835876596838193,0.1313136206768149,-0.0100438057562635,0.14135742643307841,-0.07648715879202668,-0.13413742554744745,-0.02547379692082263,1.0764871587920268,1.0254737969208225,1.1341374255474475,-0.017364543471531574,-0.003386577689747988,0.07599486018353271,0.09219397191954122,0.06975796788880902,False,True,negative_recovery,interpretable,2.220446049250313e-16,1000,0,1000,bejis_2022__mugla_2021,0.0936314654400828,0.0835876596838193,-0.0100438057562635,-0.017364543471531574,-0.003386577689747988,0.06975796788880902,negative_recovery,-0.07648715879202668,-0.13413742554744745,-0.02547379692082263,True
bejis_2022,mugla_2021,bejis_2022_to_mugla_2021,thermal,regionwise_zscore,roc_auc,0.8589830389802724,0.6184747489978262,0.5177332840752557,0.24050828998244622,-0.10074146492257052,0.34124975490501674,-0.4188689917088648,-0.510697662674139,-0.3370060319754332,1.4188689917088648,1.3370060319754333,1.510697662674139,-0.11836157935932051,-0.08324667950300661,0.5012550025897887,0.5352596621204385,0.5,False,True,negative_recovery,interpretable,0.0,1000,0,1000,bejis_2022__mugla_2021,0.6184747489978262,0.5177332840752557,-0.10074146492257052,-0.11836157935932051,-0.08324667950300661,0.5,negative_recovery,-0.4188689917088648,-0.510697662674139,-0.3370060319754332,True
bejis_2022,mugla_2021,bejis_2022_to_mugla_2021,thermal,coral_after_regionwise_zscore,roc_auc,0.8589830389802724,0.6184747489978262,0.5066377964680288,0.24050828998244622,-0.11183695252979742,0.35234524251224364,-0.46500248510336156,-0.5635212711062884,-0.3728601149559719,1.4650024851033616,1.3728601149559718,1.5635212711062882,-0.1306395364622591,-0.09269448092031152,0.4893203960731929,0.5241975570805645,0.5,False,False,negative_recovery,interpretable,0.0,1000,0,1000,bejis_2022__mugla_2021,0.6184747489978262,0.5066377964680288,-0.11183695252979742,-0.1306395364622591,-0.09269448092031152,0.5,negative_recovery,-0.46500248510336156,-0.5635212711062884,-0.3728601149559719,True
bejis_2022,mugla_2021,bejis_2022_to_mugla_2021,thermal,regionwise_zscore,pr_auc,0.4467473901441791,0.0925385912286984,0.0688239034545231,0.3542087989154807,-0.02371468777417529,0.377923486689656,-0.06695115380189626,-0.0844038976288765,-0.050922903026108725,1.0669511538018963,1.0509229030261087,1.0844038976288766,-0.029689515441706216,-0.01802637975116373,0.06352915499477547,0.07465714936827637,0.06975796788880902,False,False,negative_recovery,interpretable,0.0,1000,0,1000,bejis_2022__mugla_2021,0.0925385912286984,0.0688239034545231,-0.02371468777417529,-0.029689515441706216,-0.01802637975116373,0.06975796788880902,negative_recovery,-0.06695115380189626,-0.0844038976288765,-0.050922903026108725,True
bejis_2022,mugla_2021,bejis_2022_to_mugla_2021,thermal,coral_after_regionwise_zscore,pr_auc,0.4467473901441791,0.0925385912286984,0.0690723899914225,0.3542087989154807,-0.0234662012372759,0.37767500015275657,-0.06624962821117064,-0.08307489350979669,-0.05180816351642246,1.0662496282111706,1.0518081635164227,1.0830748935097967,-0.029345943051765345,-0.018091127440196687,0.06351290420530657,0.0749279641038294,0.06975796788880902,False,False,negative_recovery,interpretable,0.0,1000,0,1000,bejis_2022__mugla_2021,0.0925385912286984,0.0690723899914225,-0.0234662012372759,-0.029345943051765345,-0.018091127440196687,0.06975796788880902,negative_recovery,-0.06624962821117064,-0.08307489350979669,-0.05180816351642246,True
evia_2021_extended,bejis_2022,evia_2021_extended_to_bejis_2022,baseline,regionwise_zscore,roc_auc,0.8616776566230079,0.3917341441383315,0.48099683850571,0.46994351248467636,0.08926269436737849,0.38068081811729787,0.18994345489616504,0.13853084982655967,0.24781589575779572,0.810056545103835,0.7521841042422043,0.8614691501734404,0.06495036899279395,0.11753504277222893,0.4561244106101535,0.5082139470784642,0.5,True,False,supported_relative_recovery_but_chance_not_excluded,interpretable,0.0,1000,0,1000,bejis_2022__evia_2021_extended,0.3917341441383315,0.48099683850571,0.08926269436737849,0.06495036899279395,0.11753504277222893,0.5,supported_relative_recovery_but_chance_not_excluded,0.18994345489616504,0.13853084982655967,0.24781589575779572,False
evia_2021_extended,bejis_2022,evia_2021_extended_to_bejis_2022,baseline,coral_after_regionwise_zscore,roc_auc,0.8616776566230079,0.3917341441383315,0.4862510807148849,0.46994351248467636,0.09451693657655336,0.375426575908123,0.20112403739084558,0.1482064896064361,0.25743378854931076,0.7988759626091544,0.7425662114506892,0.8517935103935639,0.0693623130132255,0.12124527233264629,0.4602416359377028,0.5132165721221006,0.5,True,False,supported_relative_recovery_but_chance_not_excluded,interpretable,0.0,1000,0,1000,bejis_2022__evia_2021_extended,0.3917341441383315,0.4862510807148849,0.09451693657655336,0.0693623130132255,0.12124527233264629,0.5,supported_relative_recovery_but_chance_not_excluded,0.20112403739084558,0.1482064896064361,0.25743378854931076,False
evia_2021_extended,bejis_2022,evia_2021_extended_to_bejis_2022,baseline,regionwise_zscore,pr_auc,0.3027735748414686,0.0539760900118061,0.0692113409305138,0.24879748482966252,0.015235250918707699,0.23356223391095482,0.06123555038805319,0.04040289568402136,0.09431758195533463,0.9387644496119468,0.9056824180446653,0.9595971043159787,0.010318379013479765,0.022827198479523927,0.06038254860999912,0.08078432399448801,0.07241606319947334,True,False,supported_relative_recovery_but_chance_not_excluded,interpretable,0.0,1000,0,1000,bejis_2022__evia_2021_extended,0.0539760900118061,0.0692113409305138,0.015235250918707699,0.010318379013479765,0.022827198479523927,0.07241606319947334,supported_relative_recovery_but_chance_not_excluded,0.06123555038805319,0.04040289568402136,0.09431758195533463,False
evia_2021_extended,bejis_2022,evia_2021_extended_to_bejis_2022,baseline,coral_after_regionwise_zscore,pr_auc,0.3027735748414686,0.0539760900118061,0.070481275873518,0.24879748482966252,0.016505185861711902,0.23229229896795062,0.06633984211300233,0.04403727794004712,0.1036020678791933,0.9336601578869976,0.8963979321208068,0.9559627220599529,0.011580383516747807,0.024417192706596938,0.06144552334525187,0.08197908810143405,0.07241606319947334,True,False,supported_relative_recovery_but_chance_not_excluded,interpretable,0.0,1000,0,1000,bejis_2022__evia_2021_extended,0.0539760900118061,0.070481275873518,0.016505185861711902,0.011580383516747807,0.024417192706596938,0.07241606319947334,supported_relative_recovery_but_chance_not_excluded,0.06633984211300233,0.04403727794004712,0.1036020678791933,False
evia_2021_extended,bejis_2022,evia_2021_extended_to_bejis_2022,thermal,regionwise_zscore,roc_auc,0.9178110845861024,0.4480079359958707,0.5494716433318279,0.4698031485902317,0.10146370733595717,0.36833944125427454,0.21597068397780175,0.1639790418486948,0.27145872588127257,0.7840293160221983,0.7285412741187274,0.8360209581513052,0.07509742499337103,0.1292962599405698,0.5239327513919875,0.5752930612358387,0.5,True,True,supported_recovery_above_chance,interpretable,0.0,1000,0,1000,bejis_2022__evia_2021_extended,0.4480079359958707,0.5494716433318279,0.10146370733595717,0.07509742499337103,0.1292962599405698,0.5,supported_recovery_above_chance,0.21597068397780175,0.1639790418486948,0.27145872588127257,False
evia_2021_extended,bejis_2022,evia_2021_extended_to_bejis_2022,thermal,coral_after_regionwise_zscore,roc_auc,0.9178110845861024,0.4480079359958707,0.5489253500225821,0.4698031485902317,0.10091741402671145,0.36888573456352025,0.2148078707636183,0.1662720193405983,0.2665303678060334,0.7851921292363817,0.7334696321939665,0.8337279806594017,0.07627470083563395,0.1274334175132224,0.525074567158925,0.5734955434916881,0.5,True,True,supported_recovery_above_chance,interpretable,0.0,1000,0,1000,bejis_2022__evia_2021_extended,0.4480079359958707,0.5489253500225821,0.10091741402671145,0.07627470083563395,0.1274334175132224,0.5,supported_recovery_above_chance,0.2148078707636183,0.1662720193405983,0.2665303678060334,False
evia_2021_extended,bejis_2022,evia_2021_extended_to_bejis_2022,thermal,regionwise_zscore,pr_auc,0.4978078062944499,0.0591842483213908,0.0765526215444452,0.4386235579730591,0.0173683732230544,0.4212551847500047,0.03959744730382492,0.028179664225868407,0.05554167984646409,0.960402552696175,0.9444583201535359,0.9718203357741316,0.012601498985072929,0.0236719833806274,0.06740686004261968,0.08726406217839498,0.07241606319947334,True,False,supported_relative_recovery_but_chance_not_excluded,interpretable,0.0,1000,0,1000,bejis_2022__evia_2021_extended,0.0591842483213908,0.0765526215444452,0.0173683732230544,0.012601498985072929,0.0236719833806274,0.07241606319947334,supported_relative_recovery_but_chance_not_excluded,0.03959744730382492,0.028179664225868407,0.05554167984646409,False
evia_2021_extended,bejis_2022,evia_2021_extended_to_bejis_2022,thermal,coral_after_regionwise_zscore,pr_auc,0.4978078062944499,0.0591842483213908,0.0745688917143,0.4386235579730591,0.015384643392909209,0.42323891458014984,0.035074822392130056,0.024839349609994846,0.049485341950434164,0.9649251776078699,0.9505146580495659,0.9751606503900051,0.011069730114239966,0.02111501474256028,0.06614137264545077,0.08443458702133318,0.07241606319947334,True,False,supported_relative_recovery_but_chance_not_excluded,interpretable,0.0,1000,0,1000,bejis_2022__evia_2021_extended,0.0591842483213908,0.0745688917143,0.015384643392909209,0.011069730114239966,0.02111501474256028,0.07241606319947334,supported_relative_recovery_but_chance_not_excluded,0.035074822392130056,0.024839349609994846,0.049485341950434164,False
evia_2021_extended,manavgat_2021,evia_2021_extended_to_manavgat_2021,baseline,regionwise_zscore,roc_auc,0.8027358197042693,0.6757598037187198,0.5749988296885136,0.12697601598554953,-0.10076097403020623,0.22773699001575576,-0.7935433573665858,-1.3183539750394975,-0.45508059030733894,1.7935433573665858,1.455080590307339,2.3183539750394973,-0.1335716215533454,-0.06640314288388029,0.5481204644119825,0.6004423919417186,0.5,False,True,negative_recovery,interpretable,0.0,1000,0,1000,manavgat_2021__evia_2021_extended,0.6757598037187198,0.5749988296885136,-0.10076097403020623,-0.1335716215533454,-0.06640314288388029,0.5,negative_recovery,-0.7935433573665858,-1.3183539750394975,-0.45508059030733894,True
evia_2021_extended,manavgat_2021,evia_2021_extended_to_manavgat_2021,baseline,coral_after_regionwise_zscore,roc_auc,0.8027358197042693,0.6757598037187198,0.5719880902378693,0.12697601598554953,-0.10377171348085046,0.2307477294664,-0.8172544450651229,-1.3531016226920949,-0.4712439090535021,1.817254445065123,1.471243909053502,2.353101622692095,-0.1390406902960166,-0.069691747738636,0.5443183463077348,0.599536055628999,0.5,False,True,negative_recovery,interpretable,0.0,1000,0,1000,manavgat_2021__evia_2021_extended,0.6757598037187198,0.5719880902378693,-0.10377171348085046,-0.1390406902960166,-0.069691747738636,0.5,negative_recovery,-0.8172544450651229,-1.3531016226920949,-0.4712439090535021,True
evia_2021_extended,manavgat_2021,evia_2021_extended_to_manavgat_2021,baseline,regionwise_zscore,pr_auc,0.1188361147290672,0.0767791128316813,0.0433722038178807,0.0420570018973859,-0.033406909013800605,0.07546391091118651,-0.794324547796096,-1.476923536571637,-0.46225068291871535,1.794324547796096,1.4622506829187152,2.4769235365716367,-0.046897641330047854,-0.023117676761991265,0.03681338231533237,0.0501979399504564,0.03822339232606894,False,False,negative_recovery,interpretable,0.0,1000,0,1000,manavgat_2021__evia_2021_extended,0.0767791128316813,0.0433722038178807,-0.033406909013800605,-0.046897641330047854,-0.023117676761991265,0.03822339232606894,negative_recovery,-0.794324547796096,-1.476923536571637,-0.46225068291871535,True
evia_2021_extended,manavgat_2021,evia_2021_extended_to_manavgat_2021,baseline,coral_after_regionwise_zscore,pr_auc,0.1188361147290672,0.0767791128316813,0.0439476266320354,0.0420570018973859,-0.032831486199645904,0.0748884880970318,-0.7806425736135648,-1.4095898961689561,-0.4535826220365763,1.7806425736135647,1.4535826220365762,2.409589896168956,-0.045779033337089534,-0.02292916501303136,0.03743245368038629,0.051197275894239766,0.03822339232606894,False,False,negative_recovery,interpretable,1.1102230246251565e-16,1000,0,1000,manavgat_2021__evia_2021_extended,0.0767791128316813,0.0439476266320354,-0.032831486199645904,-0.045779033337089534,-0.02292916501303136,0.03822339232606894,negative_recovery,-0.7806425736135648,-1.4095898961689561,-0.4535826220365763,True
evia_2021_extended,manavgat_2021,evia_2021_extended_to_manavgat_2021,thermal,regionwise_zscore,roc_auc,0.8696419777927898,0.6857777670301659,0.5163020833872151,0.18386421076262394,-0.16947568364295085,0.3533398944055748,-0.9217437310937622,-1.2683621725087337,-0.6445389191471305,1.9217437310937622,1.6445389191471305,2.2683621725087333,-0.2062715786050706,-0.13150057275621072,0.4889308094010603,0.5436458184872212,0.5,False,False,negative_recovery,interpretable,0.0,1000,0,1000,manavgat_2021__evia_2021_extended,0.6857777670301659,0.5163020833872151,-0.16947568364295085,-0.2062715786050706,-0.13150057275621072,0.5,negative_recovery,-0.9217437310937622,-1.2683621725087337,-0.6445389191471305,True
